datetime,open,high,low,close,volume
2006-01-01 20:00:00,1.18490,1.18490,1.18360,1.18400,76
2006-01-02 00:00:00,1.18390,1.18500,1.18350,1.18420,491
2006-01-02 04:00:00,1.18410,1.18470,1.18210,1.18420,1039
2006-01-02 08:00:00,1.18420,1.18690,1.18320,1.18330,1396
2006-01-02 12:00:00,1.18340,1.18390,1.18200,1.18210,1193
2006-01-02 16:00:00,1.18220,1.18300,1.18010,1.18230,1083
2006-01-02 20:00:00,1.18230,1.18310,1.18100,1.18150,870
2006-01-03 00:00:00,1.18140,1.18800,1.18130,1.18710,1362
2006-01-03 04:00:00,1.18710,1.19050,1.18700,1.18820,1469
2006-01-03 08:00:00,1.18860,1.19060,1.18600,1.18860,1678
2006-01-03 12:00:00,1.18860,1.19860,1.18650,1.19770,1919
2006-01-03 16:00:00,1.19760,1.20260,1.19610,1.20170,1754
2006-01-03 20:00:00,1.20180,1.20360,1.20040,1.20320,1323
2006-01-04 00:00:00,1.20310,1.20840,1.20240,1.20660,1609
2006-01-04 04:00:00,1.20680,1.20750,1.20310,1.20540,1522
2006-01-04 08:00:00,1.20530,1.20980,1.20400,1.20640,1930
2006-01-04 12:00:00,1.20630,1.21130,1.20620,1.20840,2029
2006-01-04 16:00:00,1.20850,1.21460,1.20700,1.21230,1761
2006-01-04 20:00:00,1.21230,1.21360,1.21020,1.21120,1252
2006-01-05 00:00:00,1.21110,1.21230,1.20930,1.21020,1364
2006-01-05 04:00:00,1.21030,1.21150,1.20820,1.20950,1435
2006-01-05 08:00:00,1.20940,1.21130,1.20650,1.20840,1943
2006-01-05 12:00:00,1.20840,1.21080,1.20750,1.20920,1897
2006-01-05 16:00:00,1.20910,1.21170,1.20810,1.21050,1715
2006-01-05 20:00:00,1.21060,1.21140,1.20920,1.21060,1201
2006-01-06 00:00:00,1.21050,1.21260,1.20780,1.20890,1402
2006-01-06 04:00:00,1.20900,1.20980,1.20810,1.20900,1280
2006-01-06 08:00:00,1.20920,1.21060,1.20830,1.20920,1571
2006-01-06 12:00:00,1.20910,1.21820,1.20870,1.21480,2351
2006-01-06 16:00:00,1.21490,1.21650,1.21240,1.21590,1585
2006-01-06 20:00:00,1.21590,1.21650,1.21530,1.21560,237
2006-01-08 20:00:00,1.21430,1.21490,1.21350,1.21420,290
2006-01-09 00:00:00,1.21420,1.21550,1.21280,1.21430,1379
2006-01-09 04:00:00,1.21430,1.21510,1.21050,1.21120,1403
2006-01-09 08:00:00,1.21120,1.21190,1.20640,1.20760,1909
2006-01-09 12:00:00,1.20770,1.20940,1.20650,1.20780,1884
2006-01-09 16:00:00,1.20780,1.20950,1.20510,1.20870,1688
2006-01-09 20:00:00,1.20890,1.20920,1.20730,1.20750,1270
2006-01-10 00:00:00,1.20750,1.20830,1.20430,1.20630,1509
2006-01-10 04:00:00,1.20640,1.20680,1.20360,1.20580,1568
2006-01-10 08:00:00,1.20590,1.21120,1.20570,1.20880,1984
2006-01-10 12:00:00,1.20880,1.20930,1.20380,1.20690,1948
2006-01-10 16:00:00,1.20680,1.20840,1.20570,1.20730,1689
2006-01-10 20:00:00,1.20740,1.20760,1.20530,1.20610,1237
2006-01-11 00:00:00,1.20620,1.20790,1.20520,1.20700,1266
2006-01-11 04:00:00,1.20700,1.20750,1.20510,1.20560,1399
2006-01-11 08:00:00,1.20560,1.20860,1.20430,1.20780,1983
2006-01-11 12:00:00,1.20770,1.21210,1.20720,1.21040,2018
2006-01-11 16:00:00,1.21020,1.21460,1.20910,1.21280,1694
2006-01-11 20:00:00,1.21270,1.21480,1.21190,1.21360,1245
2006-01-12 00:00:00,1.21380,1.21610,1.21290,1.21450,1392
2006-01-12 04:00:00,1.21470,1.21570,1.21310,1.21480,1542
2006-01-12 08:00:00,1.21490,1.21650,1.21320,1.21410,1782
2006-01-12 12:00:00,1.21420,1.21420,1.20070,1.20390,2142
