time,open,high,low,close,volume,tick_volume,real_volume,spread
2009-06-08 20:00:00,1.39046,1.39283,1.38701,1.39019,8574,8574,0,20
2009-06-09 00:00:00,1.39032,1.39364,1.3897300000000001,1.39029,6612,6612,0,20
2009-06-09 04:00:00,1.39028,1.39077,1.38519,1.38961,8797,8797,0,20
2009-06-09 08:00:00,1.38952,1.39651,1.38683,1.38961,20098,20098,0,20
2009-06-09 12:00:00,1.38961,1.40236,1.3857,1.39782,23987,23987,0,20
2009-06-09 16:00:00,1.39784,1.40504,1.39716,1.4035199999999999,19312,19312,0,20
2009-06-09 20:00:00,1.40353,1.4101,1.40304,1.4074900000000001,9198,9198,0,20
2009-06-10 00:00:00,1.40746,1.4090799999999999,1.40502,1.40633,6461,6461,0,20
2009-06-10 04:00:00,1.40632,1.41185,1.40551,1.41086,7914,7914,0,20
2009-06-10 08:00:00,1.41089,1.41432,1.40587,1.40854,20751,20751,0,20
2009-06-10 12:00:00,1.40856,1.41405,1.40202,1.40323,24578,24578,0,20
2009-06-10 16:00:00,1.4032,1.40362,1.39318,1.3933,22227,22227,0,20
2009-06-10 20:00:00,1.39341,1.39929,1.39146,1.39656,10394,10394,0,20
2009-06-11 00:00:00,1.39661,1.40275,1.39659,1.4027,7404,7404,0,20
2009-06-11 04:00:00,1.4026100000000001,1.40602,1.40085,1.40307,9255,9255,0,20
2009-06-11 08:00:00,1.40311,1.40586,1.39751,1.40314,19820,19820,0,20
2009-06-11 12:00:00,1.40312,1.40529,1.39428,1.40377,25326,25326,0,20
2009-06-11 16:00:00,1.40373,1.4171,1.40333,1.41302,25729,25729,0,20
2009-06-11 20:00:00,1.41306,1.4147,1.40886,1.4096199999999999,10552,10552,0,20
2009-06-12 00:00:00,1.40954,1.41281,1.40892,1.41028,6712,6712,0,20
2009-06-12 04:00:00,1.41024,1.41245,1.40672,1.40748,9456,9456,0,20
2009-06-12 08:00:00,1.40744,1.41153,1.40181,1.4035199999999999,19102,19102,0,20
2009-06-12 12:00:00,1.40351,1.40476,1.39448,1.39528,25962,25962,0,20
2009-06-12 16:00:00,1.3952499999999999,1.40409,1.39351,1.40258,20489,20489,0,20
2009-06-12 20:00:00,1.40253,1.40263,1.39889,1.40153,7299,7299,0,20
2009-06-15 00:00:00,1.39876,1.40008,1.39534,1.39614,7066,7066,0,20
2009-06-15 04:00:00,1.3961299999999999,1.39747,1.3908800000000001,1.39093,9563,9563,0,20
